565	213	4	891037803
841	323	3	889066880
23	597	3	874785024
10	706	4	877888677
181	329	1	878961781
435	709	4	884131822
435	562	5	884133819
264	269	5	886121456
347	735	2	881654134
346	64	4	874948214
537	746	3	886031149
771	88	4	880659970
224	356	4	888103840
194	1183	2	879554453
454	313	5	888000454
548	1073	4	891044411
297	73	2	875239691
449	293	4	879958803
758	172	4	881974880
70	404	4	884149622
5	403	3	875636152
577	31	4	880474216
473	547	3	878157600
49	2	1	888069606
551	209	5	892777123
216	64	5	881432544
532	1162	2	888631576
465	529	3	883529984
378	419	4	880332643
303	805	4	879485475
766	208	5	891309810
506	802	4	885135954
387	580	5	886483565
533	265	3	879191563
308	77	3	887740788
815	542	4	878694820
44	193	3	878348521
671	684	3	883546890
662	985	4	880571006
256	1210	5	882164999
318	631	4	884496855
661	443	4	876035933
58	216	3	884305338
210	276	5	887731147
592	201	5	882955794
699	886	3	893140639
786	546	4	882844294
114	182	3	881259994
151	499	5	879524585
679	327	4	884312731
652	333	4	882566857
195	358	2	883463275
70	152	4	884149877
287	1067	2	875334036
479	175	4	879461102
133	243	3	890589035
698	709	4	886367065
254	168	1	886472400
838	223	3	887065807
90	543	3	891383173
703	123	4	875242787
288	98	5	886373474
745	96	4	880123399
325	526	3	891478239
698	181	3	886366141
239	79	3	889179544
16	471	3	877724845
70	1145	3	884151622
60	70	4	883326838
561	537	4	885808866
239	511	5	889178798
379	414	5	880740415
145	1283	1	875270903
833	64	3	875039204
59	900	4	888202814
533	525	3	879191770
606	260	3	887059561
687	313	5	884651420
343	582	3	876404836
453	97	3	877554743
308	486	4	887737432
59	137	5	888203234
717	250	1	884715146
72	679	2	880037164
804	984	4	879440727
496	132	3	876065881
198	1117	3	884205252
58	850	5	884305150
58	120	2	892242765
796	565	3	893218556
655	213	4	888474934
7	197	4	891351082
312	610	5	891698921
580	250	5	884125072
251	845	4	886272378
159	948	2	880485344
115	177	5	881172117
622	120	1	882592643
303	237	5	879468307
738	747	4	875351603
642	403	4	886454812
570	243	1	881262557
470	294	3	879178237
463	740	4	877385922
621	804	4	881445120
451	881	4	879012721
59	416	3	888205660
305	275	2	886323153
790	475	3	884461657
409	1360	2	881106087
279	294	2	875249117
523	435	5	883702263
543	135	5	875667109
454	77	4	888266955
269	708	4	891448323
70	139	3	884150656
561	196	4	885808620
654	249	5	887863866
436	559	4	887770640
275	300	4	875153898
7	559	5	891354882
399	118	3	882341383
451	1022	4	879012858
749	576	3	878850533
303	525	5	879466604
782	1007	3	891500067
237	58	4	879376434
234	491	4	892079538
805	664	5	881697667
13	491	4	882140166
66	237	4	883601355
795	367	3	883252202
143	326	5	888407708
500	328	3	883864749
286	275	4	875807074
308	100	5	887736797
639	48	4	891239295
222	1178	2	878184392
650	525	3	891369954
343	1267	4	876406576
123	962	3	879872405
608	489	5	880403765
807	523	3	892529519
625	212	3	891968320
500	815	3	883865374
60	405	4	883326958
102	70	3	888803537
530	357	5	883784456
414	343	2	884999193
268	824	2	876518557
290	484	3	880474174
3	181	4	889237482
151	160	4	879542670
332	1244	4	887938798
392	134	5	891038371
757	385	3	888468596
619	295	4	885953804
588	393	4	890026939
263	153	3	891298727
276	930	2	874787172
459	164	4	879564941
567	271	4	882426327
828	179	4	891036972
104	248	2	888465604
81	405	3	876533764
280	88	3	891701556
130	342	3	881076199
711	58	4	879993028
712	423	3	874729960
496	217	5	876073320
640	357	5	874778274
727	259	4	883708265
458	956	5	886397377
822	189	4	891037394
654	926	4	887863981
314	501	4	877888610
825	844	2	892949244
285	64	3	890595777
234	1445	4	892336286
395	1060	2	886481149
809	272	5	891036743
328	271	3	885044607
577	77	3	880475561
511	271	5	890004879
407	89	4	875043948
636	740	4	891449263
291	231	3	874835024
222	944	3	878715192
497	719	3	879363253
550	993	4	883425426
639	528	4	891239239
758	1111	4	881977375
24	180	5	875322847
345	150	5	884991105
269	739	1	891451431
543	111	4	874861699
46	262	5	883614766
538	275	4	877107050
130	895	5	884623799
376	288	3	879454598
490	257	3	875428570
587	322	3	892871113
458	736	4	886398543
330	989	5	876543930
349	823	4	879466156
293	1119	1	888906655
591	306	5	891030956
776	567	2	892920351
252	475	5	891456876
109	820	3	880572382
627	215	1	879529767
537	82	2	886031752
677	237	4	889399402
548	50	5	891044304
299	190	5	877881356
377	56	4	891298407
60	491	4	883326301
130	542	3	875801778
828	1196	2	891036492
380	340	3	885481179
710	313	4	882860832
99	748	4	885678436
87	254	4	879876256
719	300	2	888449132
727	783	3	883713737
408	358	4	889680045
798	476	2	875637822
654	1048	3	887864050
437	696	3	880142991
840	8	5	891208958
487	202	5	883445943
334	529	5	891547445
597	50	5	875339876
55	7	3	878176047
181	926	1	878962866
110	338	1	886987540
566	168	4	881650003
514	587	4	880210105
655	919	2	888474490
7	164	5	891351813
83	281	5	880307072
286	819	3	876521835
416	151	3	876697105
338	189	4	879438449
173	327	5	877557168
388	300	4	886438122
710	210	4	882064283
474	9	5	887916203
323	204	3	878739771
457	258	5	882392853
407	99	4	876338883
350	153	3	882347466
357	411	3	878952041
472	826	3	883904224
573	275	4	885843596
365	1420	2	891303454
699	112	3	884152976
234	168	3	892079434
496	495	3	876066300
54	257	4	880937311
625	216	4	891262899
363	1485	4	891496102
276	324	4	874786419
385	486	2	879442189
829	313	4	891204191
280	210	2	891700385
216	1035	1	880245238
716	660	4	879796718
487	48	2	883445540
773	183	4	888539962
500	49	4	883876053
839	244	3	875751958
346	22	5	874948059
262	185	3	879793164
43	140	4	883955110
13	348	2	886952246
707	382	3	886287191
806	143	5	882390296
1	105	2	875240739
429	796	3	882386601
7	645	4	891353614
13	671	3	882396790
290	429	4	880474606
521	826	2	884476920
18	381	4	880131474
269	998	5	891451548
671	576	5	884035939
720	269	3	891262608
128	425	5	879967197
398	504	3	875722071
542	127	5	886532294
321	863	3	879440746
161	187	3	891170998
543	730	3	874864346
474	1134	3	887915306
344	708	4	884901561
180	367	1	877127486
160	628	3	876767360
753	316	4	891399903
60	61	4	883326652
436	327	5	887768694
459	471	3	879562659
497	388	4	879363253
58	1097	5	884504973
809	319	3	891036744
279	1070	3	875309760
378	42	4	880046256
551	228	5	892783212
562	197	4	879196105
92	521	4	875813412
839	277	2	875752082
13	198	3	881515193
795	419	3	880569526
72	435	5	880037242
295	69	5	879517911
419	300	4	879435347
429	12	5	882386424
318	162	5	884496123
497	386	2	879363111
721	358	1	877137214
210	482	5	887736739
687	748	3	884652276
482	321	3	887644023
62	81	4	879375323
544	331	3	884795516
629	81	3	880117689
751	382	3	889298463
83	323	4	883868420
472	432	5	875979964
44	88	2	878348885
391	9	5	877399780
592	421	5	882956158
327	173	4	887747337
361	176	4	879441215
308	89	5	887738057
313	480	5	891013742
43	385	5	883955387
320	546	4	884748818
313	521	4	891013887
682	143	3	888523115
523	384	3	883703495
269	775	1	891451571
194	503	4	879522916
113	289	2	875075887
14	477	4	879119311
11	216	3	891904949
299	481	3	877880566
56	1036	2	892910544
554	223	3	876232996
56	862	3	892910292
378	99	4	880045791
189	661	4	893265569
254	501	3	886476281
655	133	4	888474106
215	218	3	891436607
234	1048	3	892335501
788	55	4	880868876
24	508	4	875323833
466	334	3	890283690
399	39	2	882344310
524	679	2	884636746
18	19	3	880130582
151	199	3	879524563
343	186	4	876407485
85	523	4	879453965
716	102	2	879797256
731	603	5	886182631
776	607	4	892920221
655	52	3	891585279
478	447	4	889396732
260	313	5	890618198
113	50	5	875076416
186	226	5	879023664
130	443	5	876251446
339	188	4	891033735
331	242	4	877196089
178	69	5	882826437
459	19	3	879563064
532	840	4	892867296
462	288	5	886365260
514	1035	3	875463595
340	584	3	884991369
407	403	4	875045658
498	594	2	881956498
160	483	5	876859413
194	944	2	879551999
724	887	3	883757468
666	245	3	880138865
363	81	4	891496616
466	346	3	890283056
616	750	5	891224590
709	129	2	879846332
484	294	4	878060860
500	161	2	883877001
127	62	5	884364950
776	551	3	892920480
160	458	5	876768025
363	650	2	891495197
648	1003	4	884882375
130	982	1	880396831
577	427	4	880474715
745	12	5	880123905
693	300	2	875481397
156	77	2	888185906
222	22	5	878183285
409	9	4	881107992
230	195	3	880484416
297	448	3	875240171
339	229	3	891035584
746	550	4	885075367
551	315	5	892775389
518	1114	2	876824079
409	474	5	881107351
661	117	4	886841250
234	842	4	892334045
314	8	4	877888059
609	908	1	886895699
407	197	4	875553731
373	393	4	877104284
374	66	3	880394571
134	1	5	891732756
705	627	3	883427932
184	492	4	889908947
715	174	4	875963306
632	282	4	879458806
271	443	3	885848943
210	392	3	887736017
62	121	4	879372916
796	554	2	893048713
716	97	4	879794996
146	294	1	891457668
6	509	4	883602664
562	418	5	879195738
37	231	2	880916046
472	665	4	875983023
303	230	3	879483511
458	483	5	886396460
264	70	4	886123596
16	942	4	877719863
92	217	3	875657595
244	126	4	880604302
93	412	2	888706037
664	588	3	878092569
54	325	3	880930146
268	729	3	875310673
135	260	3	879857575
340	50	4	884990546
766	228	3	891309811
650	131	3	891372258
104	293	3	888465166
457	209	5	882553113
451	336	4	879012811
374	111	2	880393268
169	258	5	891268552
121	509	5	891388145
13	117	3	882398138
405	755	2	885548877
293	646	3	888906244
618	596	4	891309065
277	748	3	879543879
825	456	3	889021287
222	396	1	878183381
638	128	3	876695216
266	313	4	892256705
79	269	5	891271792
193	260	1	889123777
195	558	3	890589408
94	53	4	891721378
416	1136	4	886318186
129	272	4	883243972
541	38	3	883871617
664	92	4	876525002
598	292	4	886710735
268	630	4	875542174
269	217	2	891451610
213	257	4	878870846
588	22	5	890024195
305	49	3	886324962
314	218	4	877889204
251	300	4	886271472
715	11	4	875963306
241	286	5	887249482
361	673	4	879441286
352	181	4	884289693
23	109	3	874784466
308	226	3	887740833
752	307	5	891208451
664	684	4	876526580
639	796	1	891240805
787	310	5	888979007
327	9	5	887819860
224	469	1	888104219
773	665	2	888540187
122	239	4	879270741
393	843	3	889731861
756	739	4	874829743
838	274	4	887064388
234	507	4	892334803
344	756	2	884900529
593	70	5	875658983
288	528	4	886374286
91	294	3	891438288
216	367	3	881428365
682	685	3	888522541
361	190	5	879440573
831	316	3	891354338
429	529	4	882385243
23	418	4	874786037
6	503	3	883602133
782	297	3	891500067
666	31	3	880314500
339	516	4	891033481
835	134	3	891033927
535	971	2	879618569
244	174	3	880605896
438	245	5	879867960
655	1640	3	888474646
347	22	5	881654005
314	150	4	877886522
457	133	4	882547820
462	328	5	886365773
409	657	3	881108126
268	1208	2	875745398
543	737	3	874866535
49	715	3	888069040
24	276	5	875322951
430	258	4	877225570
428	894	4	885943955
277	286	5	879544145
385	461	4	879441942
265	118	4	875320714
7	574	5	892132402
406	508	4	879539883
332	568	4	888098151
643	65	4	891448786
90	213	5	891383718
267	239	4	878972873
523	727	4	883703167
346	391	2	875266600
450	86	4	887660440
796	485	4	893279958
542	179	4	886532571
188	144	3	875071520
230	498	5	880484755
615	678	1	879447713
383	639	4	891193181
434	225	4	886724453
682	80	1	888521803
483	195	3	878954753
488	211	4	891294158
671	455	4	884035775
117	931	3	881010728
334	518	4	891547334
112	303	4	884992535
690	705	1	881179505
651	301	3	880126632
334	746	3	891548622
594	515	5	874781050
833	558	4	875039204
234	663	4	892335707
461	682	1	885355705
92	5	4	875654432
425	156	5	878737873
97	7	5	884238939
73	588	2	888625754
251	248	4	886272223
497	722	3	879362985
590	248	4	879439645
406	606	3	879445642
301	273	1	882074800
344	86	4	884901129
224	70	2	888103812
804	128	5	879441702
747	1497	4	888732538
487	178	5	883445540
533	597	3	879192939
805	161	1	881694823
790	50	4	884461387
504	1210	3	887840637
379	1113	4	892879325
561	603	4	885807842
493	50	5	884131553
208	517	3	883108398
92	963	5	875652981
748	451	1	879455186
767	1121	5	891462917
561	15	3	885809291
311	699	4	884365075
838	705	5	887065750
409	270	2	881104916
193	274	3	889126272
87	179	4	879875649
339	661	5	891033830
99	815	2	885679237
643	12	5	891446720
757	91	4	888467309
608	215	3	880406299
716	498	5	879795122
13	333	3	881514810
456	568	2	881374246
328	470	4	885046537
189	582	5	893265998
429	155	2	882387633
177	135	5	880130712
298	742	3	884125553
474	427	5	887923924
168	1	5	884287509
82	181	4	876311241
437	168	3	881002161
782	1014	2	891499611
660	739	2	891201925
265	151	2	875320661
74	313	5	888333219
385	473	3	879440584
256	925	5	882151017
596	288	4	883538847
256	174	4	882164406
316	98	5	880853743
757	550	3	888445820
246	658	4	884923329
718	926	2	883348912
54	250	4	880933834
478	403	2	889398645
271	471	3	885847926
267	732	4	878973650
458	121	1	886395022
568	242	4	877906547
64	81	4	889739460
562	98	4	879195081
295	47	5	879518166
253	483	5	891628122
334	403	4	891547016
806	675	3	882388381
169	174	4	891359418
347	692	4	881654679
758	350	4	885016523
508	527	5	883775361
268	60	5	875309344
804	202	4	879442079
648	211	4	884368643
354	283	4	891216632
429	1074	3	882387163
645	514	5	892053686
207	471	3	875509715
537	610	4	886031912
523	155	4	883703091
458	427	4	886396460
761	222	4	876190025
532	168	5	892519934
488	521	3	891294942
6	308	3	883600445
110	682	4	886987354
264	709	5	886123727
669	490	5	892550283
476	4	4	883364143
59	226	4	888206362
222	585	3	881060062
119	24	4	886177076
224	322	2	888082013
506	92	3	874876551
184	197	4	889908873
178	895	3	884836516
639	584	2	891239790
296	1073	5	884197330
303	619	3	879467574
552	50	4	879221876
184	203	3	889908571
64	568	4	889737506
714	924	3	892777408
417	270	2	879646036
397	109	4	889760803
647	1063	3	876776320
405	1558	1	885549506
312	1124	4	891698553
7	230	3	891353326
250	325	4	883262927
460	276	5	882912418
167	240	1	892737972
96	144	4	884403250
788	639	3	880870710
39	352	5	891400704
788	429	3	880868919
408	300	3	889679857
757	684	4	888445864
174	347	4	886432844
796	381	3	893047208
208	430	4	883108360
710	330	3	882063612
442	217	3	883390083
540	293	4	882157084
294	273	3	877819421
655	815	2	887651149
591	662	3	891031145
3	303	3	889236983
567	525	5	882425901
160	933	3	876767621
608	197	5	880405431
711	232	3	879993799
815	659	5	878694952
293	550	1	888906781
746	226	4	885075434
73	518	5	888625835
214	179	5	892668130
378	875	3	880044108
160	150	4	876767440
336	158	3	877756618
749	635	1	878850703
406	12	4	879445897
718	1028	4	883349191
187	186	4	879465308
505	402	5	889333937
70	168	4	884065423
716	160	2	879797303
181	1164	3	878962464
699	1328	4	879148051
551	1087	1	892784437
114	646	4	881260473
405	52	1	885546379
104	126	4	888465513
709	62	3	879848590
746	204	5	885075539
627	942	2	879530408
648	199	4	884368313
333	520	4	891045117
727	82	3	883711527
525	1011	3	881086274
826	172	5	885690481
87	128	3	879876037
690	655	4	881177272
682	122	3	888522260
697	246	5	882622798
568	79	4	877907782
222	333	5	877562819
326	378	4	879875724
416	315	3	889341306
308	520	4	887738508
480	265	3	891208390
187	792	5	879465340
405	554	1	885548049
577	95	5	880474747
503	736	4	880383174
286	419	5	889651990
56	421	4	892677186
381	485	4	892696347
773	14	5	888538620
840	191	4	891204160
70	429	3	884150369
238	294	3	883575813
686	28	4	879546147
636	313	5	891448155
139	1176	4	879538080
152	161	5	882476363
446	880	2	879786943
545	405	4	879899380
407	232	3	876344993
189	1005	4	893265971
368	164	3	889783364
633	566	3	877212173
764	275	4	876242851
222	338	1	881058145
697	294	4	882621569
120	125	4	889490447
56	179	3	892678669
373	208	4	877106773
763	609	4	878918712
642	173	5	885602314
715	73	4	875964410
704	648	5	891397667
263	416	5	891299697
406	274	3	879539987
627	387	2	879529916
201	292	3	884110598
682	41	3	888522073
411	208	4	891035617
2	278	3	888551647
774	410	1	888558762
320	291	4	884749014
703	100	4	875242663
389	384	2	880089211
699	129	4	878882667
561	1229	1	885810220
533	449	4	879191713
530	195	3	883784105
788	498	5	880867933
412	340	4	879716637
344	39	3	884901290
421	653	3	892241422
707	479	3	886286092
275	431	3	880314969
425	358	4	890346630
251	258	3	886271496
43	993	3	875975211
456	421	3	881374086
717	281	4	884642958
194	153	3	879546723
703	323	2	875242281
508	443	4	883777071
194	50	3	879521396
753	215	5	891402272
541	110	4	883866114
653	191	5	880150019
534	508	4	877807973
407	568	2	876338730
796	87	5	893218728
458	137	5	886394730
495	662	5	888636810
342	875	1	874984045
648	603	5	882212651
416	546	3	876697807
54	1012	2	880936669
456	1010	5	881371766
620	323	5	889986580
181	678	2	878961369
474	610	3	887924571
805	331	4	879971214
490	293	2	875427993
326	503	3	879876542
454	873	2	881958782
276	725	2	877935392
643	152	4	891446956
500	529	4	883874558
97	357	5	884239493
741	781	4	891457424
178	984	2	882823530
555	1013	4	879962642
837	1047	1	875722267
774	7	2	888558539
308	473	3	887739951
761	358	3	876189689
663	7	4	889492841
517	258	5	892660728
505	300	4	888631046
378	64	4	880055239
280	1478	4	891701090
216	228	3	880245642
500	196	4	883874835
447	582	4	878855724
642	366	4	886131707
829	190	4	881698876
92	684	3	875656502
698	95	3	886367406
296	483	5	884197307
704	191	3	891397262
621	300	3	890517589
342	1071	4	875319497
62	605	3	879375364
286	288	5	875806672
394	795	2	881059103
301	127	4	882074262
535	237	4	879617779
91	322	4	891438397
90	491	4	891384959
788	562	3	880871294
256	381	5	882165135
770	333	5	875971612
279	131	1	886020902
407	588	4	875552964
145	682	3	879161624
399	1217	4	882350282
7	597	3	891353744
86	889	5	879570973
505	82	4	889333274
510	243	3	887667780
155	322	2	879371261
194	185	4	879521254
450	968	4	882395537
409	28	2	881107943
305	215	2	886323464
181	1343	1	878962199
217	797	4	889070011
104	294	3	888442404
130	168	3	875216786
327	48	4	887745662
21	834	1	874951293
110	69	4	886987860
805	98	5	881695196
94	72	3	891723220
409	1065	2	881109264
226	652	3	883889012
382	332	3	876803039
835	197	5	891033889
255	234	5	883216448
546	895	3	885139608
278	98	4	891295360
450	1028	4	882469250
741	95	2	891018400
262	1035	3	879794530
535	608	4	879617856
450	783	3	882399818
569	473	4	879794699
239	1245	5	889181092
279	219	2	875736276
328	205	4	885045768
696	245	4	886404208
145	407	2	888398400
790	2	3	885156988
261	339	5	890454351
454	732	4	888267560
715	50	5	875961998
394	568	5	880888167
60	161	4	883327265
682	159	3	888521005
405	26	3	885545552
151	659	5	879524974
453	22	5	877553870
194	194	4	879523575
217	825	3	889070266
682	1074	4	888517792
170	988	3	884706063
270	335	3	876953900
296	429	5	884197330
85	528	4	879454859
145	515	5	875270394
716	1286	2	879795239
506	560	3	874874458
318	659	4	884495868
660	209	4	891406212
417	167	3	880952355
457	368	1	882396133
5	378	1	875721167
457	135	5	882397240
194	404	3	879522445
749	1092	3	878850703
300	1012	4	875650329
711	137	5	886030557
506	657	5	874873745
560	278	1	879976892
642	313	5	886454784
543	56	5	874866535
617	423	1	883789294
741	265	5	891455735
818	690	3	891870301
94	696	4	891724381
405	715	1	885546445
705	815	3	883427297
347	95	4	881654410
406	101	3	879793112
92	237	4	875640318
412	7	5	879717505
181	544	1	878962919
417	257	3	879646244
339	663	5	891032952
399	1459	3	882345473
453	655	3	877553999
263	520	3	891298163
8	7	3	879362287
11	290	3	891903877
655	333	2	887472879
672	50	3	879787753
5	2	3	875636053
496	151	3	876067445
682	659	1	888520638
417	29	2	880952218
169	429	3	891359250
176	319	3	886046979
216	196	5	880245145
654	268	1	887863017
766	318	5	891309522
293	637	3	888907186
181	1383	1	878962086
431	690	3	877844183
629	268	5	880116722
567	479	5	882425997
805	4	2	881694798
36	268	2	882157418
590	275	4	879439645
90	135	5	891384570
129	245	2	883245452
234	605	3	892333798
34	292	5	888602742
831	64	5	891354534
268	169	5	875309829
689	596	3	876676134
654	1035	4	887864697
315	46	4	879799526
323	282	3	878739543
124	117	3	890287181
398	13	3	875652318
487	216	4	883530484
146	1293	5	891458080
751	179	4	889298074
405	669	1	885548435
407	265	3	876344062
796	145	2	893218485
280	274	5	891701188
346	392	3	875266064
201	886	1	884110927
466	176	4	890284766
374	457	1	880392626
293	632	3	888906464
280	202	3	891701090
446	688	2	879786985
92	515	4	875640800
639	1163	1	891239349
655	305	4	887523909
358	639	4	891269584
116	56	5	886310197
711	829	2	879992018
694	132	5	875727640
668	231	2	881605433
472	378	4	875981759
279	1206	5	884986688
433	174	5	880585730
301	866	4	882075171
298	511	4	884127690
332	9	4	887916653
280	127	5	891702544
233	318	5	877665324
181	847	1	878962550
87	56	4	879876524
342	56	5	874984315
425	127	4	878738290
451	259	4	879012721
409	367	3	881109264
82	21	1	884714456
807	630	4	892529573
551	597	4	892784976
303	451	5	879468581
354	20	5	891216498
655	468	3	887427681
99	472	3	885679210
735	289	1	876698022
657	1009	4	884240629
94	64	5	885870362
524	1124	3	884637528
749	826	3	878850038
556	523	5	882136205
318	458	4	884494861
295	380	4	879518455
823	1070	4	878438332
209	14	3	883417547
429	58	4	882385090
416	339	5	893214225
430	10	4	877225726
294	255	3	889241958
163	64	4	891220161
457	91	4	882547302
591	100	5	891039565
533	127	5	879192278
504	245	4	887831274
262	55	3	879791790
399	24	4	882341239
451	984	4	879012647
165	222	5	879525987
825	423	5	881101641
600	554	4	888451977
264	238	5	886122031
492	153	4	879969454
263	1020	3	891298337
85	517	5	879455238
763	367	3	878918871
551	294	4	892775824
423	286	4	891394632
771	128	2	880659482
521	56	4	884478530
682	683	2	888518503
744	276	4	881171907
436	96	4	887769535
687	300	4	884652089
508	228	5	883777430
243	215	3	879988046
102	219	2	888803149
54	748	5	880928957
539	59	5	879788224
168	1047	2	884288080
732	332	5	882589819
490	292	3	875428185
727	101	2	883711771
761	457	1	876189950
806	117	2	882385237
167	478	5	892738452
504	214	4	887840764
279	165	4	875310233
293	97	4	888905898
582	288	3	882960396
23	191	3	877817113
279	1030	4	875659761
200	107	3	884128022
514	237	4	875462611
790	139	2	885157748
286	1	4	876521699
465	404	2	883532120
647	403	4	876533657
161	118	2	891172421
298	118	4	884183016
20	588	4	879669120
